Category,City,Country/Region,Customer ID,Customer Name,Order Date,Order ID,Order Profitable?,Postal Code,Product ID,Product Name,Region,Row ID,Segment,Ship Date,Ship Mode,Ship Status,State,Sub-Category,Days to Ship Actual,Days to Ship Scheduled,Discount,Profit,Quantity,Sales,Sales Forecast
Office Supplies,Dallas,United States,AH-10690,Anna Häberlin,5/08/2020,CA-2020-112214,Unprofitable,75220,OFF-SU-10003567,Stiletto Hand Letter Openers,Central,5856,Corporate,11/08/2020,Standard Class,Shipped On Time,Texas,Supplies,6,6,20.00%,-5,3,23,35
Office Supplies,Dallas,United States,AH-10690,Anna Häberlin,5/08/2020,CA-2020-112214,Unprofitable,75220,OFF-BI-10002982,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Central,5857,Corporate,11/08/2020,Standard Class,Shipped On Time,Texas,Binders,6,6,80.00%,-2,1,1,2
Furniture,Dallas,United States,AH-10690,Anna Häberlin,5/08/2020,CA-2020-112214,Unprofitable,75220,FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",Central,5858,Corporate,11/08/2020,Standard Class,Shipped On Time,Texas,Furnishings,6,6,60.00%,-11,5,15,22
Furniture,Concord,United States,JK-15730,Joe Kamberova,3/09/2022,US-2022-153255,Profitable,94521,FUR-BO-10004218,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",West,5859,Consumer,7/09/2022,Second Class,Shipped Late,California,Bookcases,4,3,15.00%,14,2,240,359
Furniture,Conway,United States,MS-17530,MaryBeth Skach,1/11/2020,CA-2020-108119,Profitable,72032,FUR-TA-10002530,"Iceberg OfficeWorks 42"" Round Tables",South,5860,Consumer,8/11/2020,Standard Class,Shipped Late,Arkansas,Tables,7,6,0.00%,45,2,302,452
Office Supplies,Philadelphia,United States,JK-15640,Jim Kriz,29/04/2020,CA-2020-157434,Profitable,19120,OFF-PA-10001526,Xerox 1949,East,5861,Home Office,4/05/2020,Second Class,Shipped Late,Pennsylvania,Paper,5,3,20.00%,3,2,8,12
Office Supplies,Little Rock,United States,CM-12235,Chris McAfee,1/05/2021,CA-2021-101525,Profitable,72209,OFF-PA-10001497,Xerox 1914,South,5862,Consumer,4/05/2021,Second Class,Shipped On Time,Arkansas,Paper,3,3,0.00%,54,2,110,165
Office Supplies,Little Rock,United States,CM-12235,Chris McAfee,1/05/2021,CA-2021-101525,Profitable,72209,OFF-PA-10003936,Xerox 1994,South,5863,Consumer,4/05/2021,Second Class,Shipped On Time,Arkansas,Paper,3,3,0.00%,9,3,19,29
Office Supplies,Little Rock,United States,CM-12235,Chris McAfee,1/05/2021,CA-2021-101525,Profitable,72209,OFF-AR-10000716,DIXON Ticonderoga Erasable Checking Pencils,South,5864,Consumer,4/05/2021,Second Class,Shipped On Time,Arkansas,Art,3,3,0.00%,4,2,11,17
Office Supplies,Meriden,United States,RS-19420,Ricardo Sperren,5/08/2019,US-2019-117968,Profitable,6450,OFF-AP-10002765,Fellowes Advanced Computer Series Surge Protectors,East,5865,Corporate,7/08/2019,Second Class,Shipped Early,Connecticut,Appliances,2,3,0.00%,22,3,79,119
Office Supplies,Meriden,United States,RS-19420,Ricardo Sperren,5/08/2019,US-2019-117968,Profitable,6450,OFF-AR-10004165,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",East,5866,Corporate,7/08/2019,Second Class,Shipped Early,Connecticut,Art,2,3,0.00%,2,2,5,7
Furniture,Meriden,United States,RS-19420,Ricardo Sperren,5/08/2019,US-2019-117968,Profitable,6450,FUR-CH-10002335,Hon GuestStacker Chair,East,5867,Corporate,7/08/2019,Second Class,Shipped Early,Connecticut,Chairs,2,3,0.00%,295,5,1133,1697
Office Supplies,Philadelphia,United States,BP-11185,Ben Peterman,4/01/2021,CA-2021-158211,Unprofitable,19143,OFF-AR-10004078,Newell 312,East,5868,Corporate,8/01/2021,Standard Class,Shipped Early,Pennsylvania,Art,4,6,20.00%,1,1,5,7
Office Supplies,Philadelphia,United States,BP-11185,Ben Peterman,4/01/2021,CA-2021-158211,Unprofitable,19143,OFF-BI-10002026,Avery Arch Ring Binders,East,5869,Corporate,8/01/2021,Standard Class,Shipped Early,Pennsylvania,Binders,4,6,70.00%,-80,6,105,157
Furniture,Cheyenne,United States,MA-17995,Michelle Arnett,7/11/2021,CA-2021-152247,Profitable,82001,FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,West,5870,Home Office,12/11/2021,Standard Class,Shipped Early,Wyoming,Chairs,5,6,20.00%,100,4,1603,2401
Furniture,Anaheim,United States,EB-13705,Ed Braxton,14/06/2021,CA-2021-128223,Profitable,92804,FUR-TA-10001771,"Bush Cubix Conference Tables, Fully Assembled",West,5871,Corporate,14/06/2021,Same Day,Shipped On Time,California,Tables,0,0,20.00%,81,7,1293,1937
Furniture,Bloomington,United States,RD-19900,Ruben Dartt,24/09/2021,CA-2021-154235,Profitable,47401,FUR-FU-10004006,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",Central,5872,Consumer,28/09/2021,Standard Class,Shipped Early,Indiana,Furnishings,4,6,0.00%,22,3,128,192
Office Supplies,Columbus,United States,ME-17320,Maria Etezadi,30/03/2022,CA-2022-129910,Profitable,31907,OFF-ST-10003282,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",South,5873,Home Office,3/04/2022,Standard Class,Shipped Early,Georgia,Storage,4,6,0.00%,17,1,60,89
Office Supplies,Jonesboro,United States,EH-14005,Erica Hernandez,4/06/2022,CA-2022-133095,Profitable,72401,OFF-BI-10002353,GBC VeloBind Cover Sets,South,5874,Home Office,4/06/2022,Same Day,Shipped On Time,Arkansas,Binders,0,0,0.00%,54,7,108,162
Office Supplies,Jonesboro,United States,EH-14005,Erica Hernandez,4/06/2022,CA-2022-133095,Profitable,72401,OFF-BI-10004141,Insertable Tab Indexes For Data Binders,South,5875,Home Office,4/06/2022,Same Day,Shipped On Time,Arkansas,Binders,0,0,0.00%,4,3,10,14
Office Supplies,Philadelphia,United States,FM-14290,Frank Merwin,7/04/2020,CA-2020-130554,Profitable,19140,OFF-AR-10001954,Newell 331,East,5876,Home Office,9/04/2020,First Class,Shipped Late,Pennsylvania,Art,2,1,20.00%,1,3,12,18
Office Supplies,Lawrence,United States,FG-14260,Frank Gastineau,21/05/2019,CA-2019-152443,Profitable,1841,OFF-BI-10001071,GBC ProClick Punch Binding System,East,5877,Home Office,26/05/2019,Standard Class,Shipped Early,Massachusetts,Binders,5,6,0.00%,219,7,448,671
Office Supplies,Lawrence,United States,FG-14260,Frank Gastineau,21/05/2019,CA-2019-152443,Profitable,1841,OFF-PA-10003022,Xerox 1992,East,5878,Home Office,26/05/2019,Standard Class,Shipped Early,Massachusetts,Paper,5,6,0.00%,9,3,18,27
Office Supplies,Lawrence,United States,FG-14260,Frank Gastineau,21/05/2019,CA-2019-152443,Profitable,1841,OFF-AP-10001293,Belkin 8 Outlet Surge Protector,East,5879,Home Office,26/05/2019,Standard Class,Shipped Early,Massachusetts,Appliances,5,6,0.00%,69,6,246,368
Office Supplies,New York City,United States,MV-17485,Mark Van Huff,5/09/2021,CA-2021-133319,Profitable,10011,OFF-PA-10001815,Xerox 1885,East,5880,Consumer,11/09/2021,Standard Class,Shipped On Time,New York,Paper,6,6,0.00%,92,4,192,288
Furniture,San Diego,United States,JW-15220,Jane Waco,18/09/2021,CA-2021-133935,Profitable,92105,FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,West,5881,Corporate,22/09/2021,Standard Class,Shipped Early,California,Chairs,4,6,20.00%,50,2,802,1200
Office Supplies,San Diego,United States,JW-15220,Jane Waco,18/09/2021,CA-2021-133935,Profitable,92105,OFF-PA-10000100,Xerox 1945,West,5882,Corporate,22/09/2021,Standard Class,Shipped Early,California,Paper,4,6,0.00%,181,9,369,552
Furniture,San Diego,United States,JW-15220,Jane Waco,18/09/2021,CA-2021-133935,Profitable,92105,FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",West,5883,Corporate,22/09/2021,Standard Class,Shipped Early,California,Chairs,4,6,20.00%,-100,9,886,1326
Furniture,San Francisco,United States,EH-13765,Edward Hooks,13/03/2021,CA-2021-136301,Profitable,94109,FUR-FU-10004712,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",West,5884,Corporate,15/03/2021,Second Class,Shipped Early,California,Furnishings,2,3,0.00%,7,2,28,42
Office Supplies,San Francisco,United States,EH-13765,Edward Hooks,13/03/2021,CA-2021-136301,Profitable,94109,OFF-SU-10000151,High Speed Automatic Electric Letter Opener,West,5885,Corporate,15/03/2021,Second Class,Shipped Early,California,Supplies,2,3,0.00%,197,3,4913,7357
Office Supplies,San Francisco,United States,LS-17245,Lynn Smith,16/10/2019,US-2019-109456,Profitable,94110,OFF-BI-10000136,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,West,5886,Consumer,17/10/2019,Same Day,Shipped Late,California,Binders,1,0,20.00%,5,3,14,21
Technology,San Francisco,United States,LS-17245,Lynn Smith,16/10/2019,US-2019-109456,Profitable,94110,TEC-AC-10003610,Logitech Illuminated - Keyboard,West,5887,Consumer,17/10/2019,Same Day,Shipped Late,California,Accessories,1,0,0.00%,86,3,180,270
Office Supplies,Cranston,United States,BP-11050,Barry Pond,8/10/2022,CA-2022-151596,Profitable,2920,OFF-ST-10001837,"SAFCO Mobile Desk Side File, Wire Frame",East,5888,Corporate,11/10/2022,First Class,Shipped Late,Rhode Island,Storage,3,1,0.00%,11,1,43,64
Office Supplies,Owensboro,United States,CC-12220,Chris Cortes,7/05/2020,CA-2020-147879,Profitable,42301,OFF-PA-10001952,Xerox 1902,South,5889,Consumer,12/05/2020,Standard Class,Shipped Early,Kentucky,Paper,5,6,0.00%,21,2,46,68
Office Supplies,Baltimore,United States,JM-15580,Jill Matthias,14/04/2021,CA-2021-166625,Profitable,21215,OFF-BI-10002414,GBC ProClick Spines for 32-Hole Punch,East,5890,Consumer,17/04/2021,First Class,Shipped Late,Maryland,Binders,3,1,0.00%,12,2,25,38
Office Supplies,Chicago,United States,RD-19720,Roger Demir,21/11/2021,CA-2021-146157,Profitable,60610,OFF-PA-10001790,Xerox 1910,Central,5891,Consumer,26/11/2021,Standard Class,Shipped Early,Illinois,Paper,5,6,20.00%,13,1,38,58
Office Supplies,Chicago,United States,RD-19720,Roger Demir,21/11/2021,CA-2021-146157,Profitable,60610,OFF-ST-10001590,"Tenex Personal Project File with Scoop Front Design, Black",Central,5892,Consumer,26/11/2021,Standard Class,Shipped Early,Illinois,Storage,5,6,20.00%,2,2,22,32
Technology,Chicago,United States,RD-19720,Roger Demir,21/11/2021,CA-2021-146157,Profitable,60610,TEC-AC-10003657,Lenovo 17-Key USB Numeric Keypad,Central,5893,Consumer,26/11/2021,Standard Class,Shipped Early,Illinois,Accessories,5,6,20.00%,2,3,82,122
Office Supplies,Atlanta,United States,SS-20410,Shahid Shariari,10/09/2022,CA-2022-159954,Profitable,30318,OFF-BI-10004876,Wilson Jones Suede Grain Vinyl Binders,South,5894,Consumer,14/09/2022,Standard Class,Shipped Early,Georgia,Binders,4,6,0.00%,1,1,3,4
Office Supplies,Los Angeles,United States,KD-16495,Keith Dawkins,9/09/2022,CA-2022-100825,Profitable,90036,OFF-ST-10003123,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,West,5895,Corporate,14/09/2022,Standard Class,Shipped Early,California,Storage,5,6,0.00%,24,3,100,150
Office Supplies,Los Angeles,United States,PL-18925,Paul Lucas,1/11/2019,CA-2019-168305,Profitable,90049,OFF-LA-10003498,Avery 475,West,5896,Home Office,8/11/2019,Standard Class,Shipped Late,California,Labels,7,6,0.00%,22,3,44,66
Office Supplies,Los Angeles,United States,PL-18925,Paul Lucas,1/11/2019,CA-2019-168305,Profitable,90049,OFF-PA-10004947,Easy-staple paper,West,5897,Home Office,8/11/2019,Standard Class,Shipped Late,California,Paper,7,6,0.00%,10,5,21,32
Furniture,Richmond,United States,ZD-21925,Zuschuss Donatelli,3/04/2021,CA-2021-167682,Profitable,47374,FUR-FU-10003799,"Seth Thomas 13 1/2"" Wall Clock",Central,5898,Consumer,9/04/2021,Standard Class,Shipped On Time,Indiana,Furnishings,6,6,0.00%,22,4,71,107
Technology,Richmond,United States,ZD-21925,Zuschuss Donatelli,3/04/2021,CA-2021-167682,Profitable,47374,TEC-PH-10000673,Plantronics Voyager Pro HD - Bluetooth Headset,Central,5899,Consumer,9/04/2021,Standard Class,Shipped On Time,Indiana,Phones,6,6,0.00%,125,4,260,389
Office Supplies,San Francisco,United States,LS-16945,Linda Southworth,12/01/2022,CA-2022-108000,Profitable,94110,OFF-EN-10002621,Staple envelope,West,5900,Corporate,16/01/2022,Standard Class,Shipped Early,California,Envelopes,4,6,0.00%,5,1,10,15
Office Supplies,San Francisco,United States,PB-18805,Patrick Bzostek,20/11/2020,CA-2020-146465,Profitable,94122,OFF-BI-10004528,Cardinal Poly Pocket Divider Pockets for Ring Binders,West,5901,Home Office,24/11/2020,Standard Class,Shipped Early,California,Binders,4,6,20.00%,8,9,24,36
Furniture,Westfield,United States,PC-18745,Pamela Coakley,27/11/2021,CA-2021-159639,Profitable,7090,FUR-FU-10001889,Ultra Door Pull Handle,East,5902,Corporate,2/12/2021,Standard Class,Shipped Early,New Jersey,Furnishings,5,6,0.00%,10,3,32,47
Office Supplies,San Francisco,United States,FM-14290,Frank Merwin,6/11/2022,US-2022-153948,Profitable,94122,OFF-PA-10000157,Xerox 191,West,5903,Home Office,6/11/2022,Same Day,Shipped On Time,California,Paper,0,0,0.00%,28,3,60,90
Office Supplies,San Francisco,United States,FM-14290,Frank Merwin,6/11/2022,US-2022-153948,Profitable,94122,OFF-PA-10002764,Easy-staple paper,West,5904,Home Office,6/11/2022,Same Day,Shipped On Time,California,Paper,0,0,0.00%,22,4,45,68
Office Supplies,San Francisco,United States,FM-14290,Frank Merwin,6/11/2022,US-2022-153948,Profitable,94122,OFF-PA-10000143,Astroparche Fine Business Paper,West,5905,Home Office,6/11/2022,Same Day,Shipped On Time,California,Paper,0,0,0.00%,13,5,26,40
Office Supplies,San Francisco,United States,FM-14290,Frank Merwin,6/11/2022,US-2022-153948,Profitable,94122,OFF-LA-10000414,Avery 503,West,5906,Home Office,6/11/2022,Same Day,Shipped On Time,California,Labels,0,0,0.00%,20,4,41,62
Technology,San Francisco,United States,FM-14290,Frank Merwin,6/11/2022,US-2022-153948,Profitable,94122,TEC-AC-10003441,Kingston Digital DataTraveler 32GB USB 2.0,West,5907,Home Office,6/11/2022,Same Day,Shipped On Time,California,Accessories,0,0,0.00%,1,1,17,25
Office Supplies,San Jose,United States,KD-16495,Keith Dawkins,2/12/2021,US-2021-113985,Profitable,95123,OFF-BI-10002353,GBC VeloBind Cover Sets,West,5908,Corporate,7/12/2021,Standard Class,Shipped Early,California,Binders,5,6,20.00%,9,2,25,37
Office Supplies,San Jose,United States,KD-16495,Keith Dawkins,2/12/2021,US-2021-113985,Profitable,95123,OFF-AP-10001303,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",West,5909,Corporate,7/12/2021,Standard Class,Shipped Early,California,Appliances,5,6,0.00%,27,3,60,89
Furniture,San Jose,United States,KD-16495,Keith Dawkins,2/12/2021,US-2021-113985,Profitable,95123,FUR-FU-10003026,"Eldon Regeneration Recycled Desk Accessories, Black",West,5910,Corporate,7/12/2021,Standard Class,Shipped Early,California,Furnishings,5,6,0.00%,6,3,15,22
Office Supplies,San Jose,United States,KD-16495,Keith Dawkins,2/12/2021,US-2021-113985,Profitable,95123,OFF-BI-10000632,Satellite Sectional Post Binders,West,5911,Corporate,7/12/2021,Standard Class,Shipped Early,California,Binders,5,6,20.00%,34,3,104,156
Office Supplies,Seattle,United States,SC-20680,Steve Carroll,17/12/2021,CA-2021-155383,Profitable,98115,OFF-ST-10001328,"Personal Filing Tote with Lid, Black/Gray",West,5912,Home Office,22/12/2021,Standard Class,Shipped Early,Washington,Storage,5,6,0.00%,13,3,47,70
Office Supplies,Owensboro,United States,DW-13585,Dorothy Wardle,24/08/2019,CA-2019-120432,Profitable,42301,OFF-SU-10004661,Acme Titanium Bonded Scissors,South,5913,Corporate,26/08/2019,Second Class,Shipped Early,Kentucky,Supplies,2,3,0.00%,7,3,26,38
Office Supplies,New York City,United States,PF-19120,Peter Fuller,17/09/2020,US-2020-126977,Profitable,10035,OFF-ST-10000617,Woodgrain Magazine Files by Perma,East,5914,Consumer,23/09/2020,Standard Class,Shipped On Time,New York,Storage,6,6,0.00%,1,5,15,22
Office Supplies,New York City,United States,PF-19120,Peter Fuller,17/09/2020,US-2020-126977,Profitable,10035,OFF-LA-10002762,Avery 485,East,5915,Consumer,23/09/2020,Standard Class,Shipped On Time,New York,Labels,6,6,0.00%,41,7,88,131
Furniture,New York City,United States,PF-19120,Peter Fuller,17/09/2020,US-2020-126977,Profitable,10035,FUR-CH-10001973,Office Star Flex Back Scooter Chair with White Frame,East,5916,Consumer,23/09/2020,Standard Class,Shipped On Time,New York,Chairs,6,6,10.00%,9,2,200,299
Office Supplies,New York City,United States,PF-19120,Peter Fuller,17/09/2020,US-2020-126977,Profitable,10035,OFF-ST-10003058,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,East,5917,Consumer,23/09/2020,Standard Class,Shipped On Time,New York,Storage,6,6,0.00%,27,4,95,142
Furniture,New York City,United States,PF-19120,Peter Fuller,17/09/2020,US-2020-126977,Profitable,10035,FUR-BO-10004834,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",East,5918,Consumer,23/09/2020,Standard Class,Shipped On Time,New York,Bookcases,6,6,20.00%,159,6,4229,6333
Furniture,New York City,United States,PF-19120,Peter Fuller,17/09/2020,US-2020-126977,Profitable,10035,FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,East,5919,Consumer,23/09/2020,Standard Class,Shipped On Time,New York,Bookcases,6,6,20.00%,-25,5,2004,3001
Technology,New York City,United States,PF-19120,Peter Fuller,17/09/2020,US-2020-126977,Profitable,10035,TEC-PH-10002170,ClearSounds CSC500 Amplified Spirit Phone Corded phone,East,5920,Consumer,23/09/2020,Standard Class,Shipped On Time,New York,Phones,6,6,0.00%,59,3,210,314
Technology,New York City,United States,PF-19120,Peter Fuller,17/09/2020,US-2020-126977,Profitable,10035,TEC-AC-10003033,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,East,5921,Consumer,23/09/2020,Standard Class,Shipped On Time,New York,Accessories,6,6,0.00%,218,2,660,988
Office Supplies,New York City,United States,PF-19120,Peter Fuller,17/09/2020,US-2020-126977,Profitable,10035,OFF-PA-10004071,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",East,5922,Consumer,23/09/2020,Standard Class,Shipped On Time,New York,Paper,6,6,0.00%,53,2,111,166
Technology,New York City,United States,PF-19120,Peter Fuller,17/09/2020,US-2020-126977,Profitable,10035,TEC-PH-10000169,ARKON Windshield Dashboard Air Vent Car Mount Holder,East,5923,Consumer,23/09/2020,Standard Class,Shipped On Time,New York,Phones,6,6,0.00%,1,4,68,102
Furniture,New York City,United States,DK-13225,Dean Katz,26/11/2021,CA-2021-130288,Unprofitable,10011,FUR-TA-10002958,"Bevis Oval Conference Table, Walnut",East,5924,Corporate,30/11/2021,Second Class,Shipped Late,New York,Tables,4,3,40.00%,-120,2,313,469
Office Supplies,Springfield,United States,RB-19435,Richard Bierner,19/11/2022,CA-2022-146458,Profitable,22153,OFF-AR-10001177,Newell 349,South,5925,Consumer,22/11/2022,Second Class,Shipped On Time,Virginia,Art,3,3,0.00%,7,7,23,34
Technology,Bellingham,United States,GD-14590,Giulietta Dortch,3/06/2022,CA-2022-150420,Profitable,98226,TEC-AC-10004975,Plantronics Audio 995 Wireless Stereo Headset,West,5926,Corporate,8/06/2022,Standard Class,Shipped Early,Washington,Accessories,5,6,0.00%,363,10,1100,1647
Furniture,Decatur,United States,RA-19885,Ruben Ausman,8/04/2019,US-2019-118997,Profitable,35601,FUR-TA-10001086,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",South,5927,Corporate,12/04/2019,Standard Class,Shipped Early,Alabama,Tables,4,6,0.00%,316,8,1216,1821
Office Supplies,Fayetteville,United States,DB-13555,Dorothy Badders,11/10/2019,CA-2019-114314,Profitable,72701,OFF-LA-10000240,Self-Adhesive Address Labels for Typewriters by Universal,South,5928,Corporate,15/10/2019,Standard Class,Shipped Early,Arkansas,Labels,4,6,0.00%,3,1,7,11
Furniture,Fayetteville,United States,DB-13555,Dorothy Badders,11/10/2019,CA-2019-114314,Profitable,72701,FUR-FU-10002107,Eldon Pizzaz Desk Accessories,South,5929,Corporate,15/10/2019,Standard Class,Shipped Early,Arkansas,Furnishings,4,6,0.00%,4,4,9,13
Furniture,Philadelphia,United States,RL-19615,Rob Lucas,7/07/2022,US-2022-169551,Unprofitable,19120,FUR-BO-10001519,O'Sullivan 3-Shelf Heavy-Duty Bookcases,East,5930,Consumer,9/07/2022,First Class,Shipped Late,Pennsylvania,Bookcases,2,1,50.00%,-45,3,87,131
Office Supplies,Philadelphia,United States,RL-19615,Rob Lucas,7/07/2022,US-2022-169551,Unprofitable,19120,OFF-PA-10004100,Xerox 216,East,5931,Consumer,9/07/2022,First Class,Shipped Late,Pennsylvania,Paper,2,1,20.00%,5,3,16,23
